Label,P1:string,P2:string,P3:url,P4:string,P5:time,P6:time,P7:string,P8:string,P9:string,P10:string,P11:string,QID
Francisco de Miranda,Francisco de Miranda,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Miranda%20by%20Tovar%20y%20Tovar.jpg,Caracas,+1750-03-28T00:00:00Z,+1816-07-14T00:00:00Z,,,,Nombres inscritos bajo el Arco de Triunfo,234,Q465
Francisco de Moncada,Francisco de Moncada,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Moncada%2C%20Marqu%C3%A9s%20de%20Aytona%2C%20by%20Anthonis%20van%20Dyck.jpg,Valencia,+1586-12-29T00:00:00Z,+1635-01-01T00:00:00Z,,,,,803,Q466
Francisco de Paula Valladar,Francisco de Paula Valladar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Caricatura%20de%20Francisco%20de%20Paula%20Valladar.jpg,Granada,+1852-04-16T00:00:00Z,+1924-02-22T00:00:00Z,,,,,35054,Q467
Francisco de Quevedo,Francisco de Quevedo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Quevedo%20%28copia%20de%20Vel%C3%A1zquez%29.jpg,Madrid,+1580-09-27T00:00:00Z,+1645-09-08T00:00:00Z,"Poesía, Novela, Novela picaresca, Tragedia",Conceptismo,La vida del Buscón,,6,Q468
Francisco de Vitoria,Francisco de Vitoria,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Vitoria.jpg,Burgos,+1483-01-01T00:00:00Z,+1546-08-12T00:00:00Z,,Escuela de Salamanca,,,38549,Q469
Frank Norris,Frank Norris,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Frank%20Norris.jpg,Chicago,+1870-03-05T00:00:00Z,+1902-10-25T00:00:00Z,,Naturalismo,McTeague,,536,Q470
Franz Tamayo,Franz Tamayo,Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Tamayo%2C%20Franz04.jpg,La Paz,+1879-02-28T00:00:00Z,+1956-07-28T00:00:00Z,,,,,13015,Q471
Frasquita Larrea,Frasquita Larrea,España,http://commons.wikimedia.org/wiki/Special:FilePath/Cer%C3%A1mica%20Frasquita%20Larrea%20Chiclana.jpg,Cádiz,+1775-12-24T00:00:00Z,+1838-08-24T00:00:00Z,,,,,73644,Q472
Fray Luis de Granada,Fray Luis de Granada,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Fray%20Luis%20de%20Granada.jpg,Granada,+1504-01-01T00:00:00Z,+1588-12-31T00:00:00Z,,,,,67,Q473
Fray Luis de León,Fray Luis de León,España,http://commons.wikimedia.org/wiki/Special:FilePath/Pacheco%2C%20Francisco%20-%20Description%20book%20of%20real%20Portraits%2C%20of%20Illustrious%20and%20Memorable%20men.%20-%20Google%20Art%20Project.jpg,Belmonte,+1527-01-01T00:00:00Z,+1591-08-23T00:00:00Z,Poesía,,,,71,Q474
Fray Pedro Malón de Chaide,Fray Pedro Malón de Chaide,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fray%20Pedro%20Mal%C3%B3n%20de%20Echaide%20-%20DSC%208531.JPG,Cascante,+1530-01-01T00:00:00Z,+1589-09-01T00:00:00Z,,,,,66495,Q475
Frederic Rahola,Frederic Rahola,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20MNAC-%20Frederic%20Rahola-%20027601-D%20006591.jpg,Cadaqués,+1858-01-01T00:00:00Z,+1919-01-01T00:00:00Z,Poesía,,,Mestre en Gay Saber,35235,Q476
Frederick Marryat,Frederick Marryat,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Frederick%20Marryat%20by%20John%20Simpson.jpg,Londres,+1792-07-10T00:00:00Z,+1848-08-09T00:00:00Z,,,"Mr Midshipman Easy, Los Chicos del Bosque Nuevo",miembro de la Royal Society,2074,Q477
Frida Kahlo,Frida Kahlo,México,http://commons.wikimedia.org/wiki/Special:FilePath/Frida%20Kahlo%2C%20by%20Guillermo%20Kahlo%20%28cropped%29.jpg,Coyoacán,+1907-07-06T00:00:00Z,+1954-07-13T00:00:00Z,Grabado,Surrealismo,Las dos Fridas,,7525,Q478
Félix Amat,Félix Amat,España,http://commons.wikimedia.org/wiki/Special:FilePath/Amills-Retrato%20de%20F%C3%A9lix%20Amat.jpg,Sabadell,+1750-08-10T00:00:00Z,+1824-11-11T00:00:00Z,,,,,3641,Q479
Félix Francisco Casanova,Félix Francisco Casanova,España,http://commons.wikimedia.org/wiki/Special:FilePath/Felix%20Francisco%20Casanova.png,Santa Cruz de La Palma,+1956-09-28T00:00:00Z,+1976-01-14T00:00:00Z,Poesía,,,,41016,Q480
Félix José Reinoso,Félix José Reinoso,España,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Jos%C3%A9%20Reinoso%2C%20por%20Jos%C3%A9%20Guti%C3%A9rrez%20de%20la%20Vega%20%28Universidad%20de%20Sevilla%29.jpg,Sevilla,+1772-11-20T00:00:00Z,+1841-04-28T00:00:00Z,,,,,2652,Q481
Félix Sardá y Salvany,Félix Sardá y Salvany,España,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Sard%C3%A1%20Salvany.png,Sabadell,+1841-05-21T00:00:00Z,+1916-01-02T00:00:00Z,,,,,36035,Q482
Félix Torres Amat,Félix Torres Amat,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ilmo%20y%20Rvmo%20dr.%20d.%20F%C3%A9lix%20Torres%20Amat.jpg,Barcelona,+1772-08-06T00:00:00Z,+1847-12-29T00:00:00Z,,,,,3685,Q483
Félix de Azara,Félix de Azara,España,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20F%C3%A9lix%20de%20Azara%20by%20Goya.jpg,Barbuñales,+1742-05-18T00:00:00Z,+1821-10-20T00:00:00Z,,,,,341,Q484
G. K. Chesterton,G. K. Chesterton,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Chesterton.jpg,Buckinghamshire,+1874-05-29T00:00:00Z,+1936-06-14T00:00:00Z,"Poesía, Ensayo, Novela policíaca, Literatura fantástica",,"El hombre que fue Jueves, Ortodoxia, El hombre eterno",,1531,Q485
Gabriel Alomar,Gabriel Alomar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ramon%20Casas%20-%20MNAC-%20Gabriel%20Alomar-%20027575-D%20006562.jpg,Palma de Mallorca,+1873-01-01T00:00:00Z,+1941-01-01T00:00:00Z,,,,,2123,Q486
Gabriel Aresti,Gabriel Aresti,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20aresti%2001.png,Bilbao,+1933-10-14T00:00:00Z,+1975-06-05T00:00:00Z,Poesía,,Gora ta gora beti,,93418,Q487
Gabriel Celaya,Gabriel Celaya,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Celaya%20bere%20lantokian.jpg,Hernani,+1911-03-18T00:00:00Z,+1991-04-18T00:00:00Z,"Poesía, Ensayo",,,"Premio Nacional de las Letras Españolas, doctor honoris causa por la Universidad de Granada",10616,Q488
Gabriel Ferrater,Gabriel Ferrater,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20i%20Helena%20%28Londres%2C%201963%29%2001.jpeg,Reus,+1922-05-20T00:00:00Z,+1972-04-27T00:00:00Z,Poesía,,,"Premio Lletra d'Or, Premio Crítica Serra d'Or de Literatura y Ensayo",9758,Q489
Gabriel García Moreno,Gabriel García Moreno,Ecuador,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Garc%C3%ADa%20Moreno.jpg,Guayaquil,+1821-12-24T00:00:00Z,+1875-08-06T00:00:00Z,,,,Orden de Pío IX,41742,Q490
Gabriel García Márquez,Gabriel García Márquez,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Garc%C3%ADa%20M%C3%A1rquez%2002.jpg,Aracataca,+1927-03-06T00:00:00Z,+2014-04-17T00:00:00Z,Novela,Realismo mágico,"Cien años de soledad, El amor en los tiempos del cólera, Relato de un náufrago, Crónica de una muerte anunciada, El otoño del patriarca","Premio Nobel de Literatura, Orden Mexicana del Águila Azteca, Legión de Honor, Premio Internacional Neustadt de Literatura, Premio Rómulo Gallegos, Orden de Honor, Premio Nacional de Periodismo Simón Bolívar, Orden al Mérito Docente y Cultural Gabriela Mistral",2953,Q491
Gabriel García Tassara,Gabriel García Tassara,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ojeda-gabriel%20garc%C3%ADa%20y%20tassara.jpg,Sevilla,+1817-07-19T00:00:00Z,+1875-02-14T00:00:00Z,Poesía,Romanticismo,,,564,Q492
Gabriel Lobo Lasso de la Vega,Gabriel Lobo Lasso de la Vega,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Gabriel%20Lasso%20de%20la%20Vega-Mexicana%20p%C3%A1gina%2018.jpg,Madrid,+1555-01-01T00:00:00Z,+1615-01-01T00:00:00Z,Poesía,,,,192,Q493
Gabriel Miró,Gabriel Miró,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Mir%C3%B3.jpg,Alicante,+1879-07-28T00:00:00Z,+1930-01-01T00:00:00Z,,Generación de 1914,,premio Mariano de Cavia,583,Q494
Gabriela Mistral,Gabriela Mistral,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriela%20Mistral%201945.jpg,Vicuña,+1889-04-07T00:00:00Z,+1957-01-10T00:00:00Z,Poesía,,,"Premio Nobel de Literatura, Premio Nacional de Literatura",3393,Q495
Garci Rodríguez de Montalvo,Garci Rodríguez de Montalvo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Amad%C3%ADs%20de%20Gaula%20%28Zaragoza%2C%201508%29.jpg,Medina del Campo,+1450-01-01T00:00:00Z,+1504-01-01T00:00:00Z,,,,,412,Q496
Garcilaso de la Vega,Garcilaso de la Vega,España,http://commons.wikimedia.org/wiki/Special:FilePath/Supuesto%20retrato%20de%20Garcilaso%20de%20la%20Vega.jpg,Toledo,+1498-01-01T00:00:00Z,+1536-10-24T00:00:00Z,"Poesía, Soneto",,,,719,Q497
García Loaysa y Girón,García Loaysa y Girón,España,http://commons.wikimedia.org/wiki/Special:FilePath/Garc%C3%ADa%20Loaysa%20y%20Gir%C3%B3n%20%281599%29%20retrato.png,Talavera de la Reina,+1534-01-01T00:00:00Z,+1599-02-22T00:00:00Z,,,,,63753,Q498
Gaspar Melchor de Jovellanos,Gaspar Melchor de Jovellanos,España,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20y%20Lucientes%20-%20Gaspar%20Melchor%20de%20Jovellanos.jpg,Gijón,+1744-01-05T00:00:00Z,+1811-11-27T00:00:00Z,,,,,60,Q499
Gaspar Núñez de Arce,Gaspar Núñez de Arce,España,http://commons.wikimedia.org/wiki/Special:FilePath/N%C3%BA%C3%B1ez%20de%20Arce.jpg,Valladolid,+1832-08-04T00:00:00Z,+1903-06-09T00:00:00Z,,Romanticismo,,"Gran Cruz de la Orden Civil de Alfonso XII, Hijo Adoptivo de Toledo",595,Q500
Gaspar Sentiñón,Gaspar Sentiñón,España,http://commons.wikimedia.org/wiki/Special:FilePath/GasparSentinyon.jpg,Barcelona,+1840-01-01T00:00:00Z,+1903-01-01T00:00:00Z,,,,,10759,Q501
Gaspar de Molina y Zaldívar,Gaspar de Molina y Zaldívar,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspar%20de%20Molina%20y%20Zald%C3%ADvar.jpg,Cádiz,+1741-10-09T00:00:00Z,+1806-12-03T00:00:00Z,,,,,33404,Q502
Gaziel,Gaziel,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gaziel2.jpg,San Feliu de Guíxols,+1887-10-07T00:00:00Z,+1964-04-12T00:00:00Z,,,Tots els camins duen a Roma,,69798,Q503
Geo Milev,Geo Milev,Bulgaria,http://commons.wikimedia.org/wiki/Special:FilePath/Geo%20Milev.jpg,Radnevo,+1895-01-15T00:00:00Z,+1925-05-15T00:00:00Z,,,,,41840,Q504
George Berkeley,George Berkeley,Reino de Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Berkeley%20by%20Jonh%20Smibert.jpg,Kilkenny,+1685-03-12T00:00:00Z,+1753-01-14T00:00:00Z,,Empirismo,Tratado sobre los principios del conocimiento humano,,8248,Q505
George Borrow,George Borrow,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Borrow%20by%20Henry%20Wyndham%20Phillips.jpg,Dereham,+1803-07-05T00:00:00Z,+1881-07-26T00:00:00Z,,,,,8045,Q506
George Eliot,George Eliot,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Eliot%2C%20por%20Fran%C3%A7ois%20D%27Albert%20Durade.jpg,Nuneaton,+1819-11-22T00:00:00Z,+1880-12-22T00:00:00Z,,Realismo literario,"Middlemarch, Daniel Deronda, Silas Marner, El molino del Floss, Adam Bede, Romola",,70832,Q507
George Gordon Byron,George Gordon Byron,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Gordon%20Byron%2C%206th%20Baron%20Byron%20by%20Richard%20Westall.jpg,Londres,+1788-01-22T00:00:00Z,+1824-04-19T00:00:00Z,"Narrativa poética, Literatura gótica",Romanticismo,"Las peregrinaciones de Childe Harold, Don Juan, Manfredo",miembro de la Royal Society,447,Q508
George Keate,George Keate,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Keate.jpg,Trowbridge,+1729-09-30T00:00:00Z,+1797-06-28T00:00:00Z,,,,miembro de la Royal Society,69300,Q509
George Orwell,George Orwell,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Orwell%2C%20c.%201940.jpg,Motihari,+1903-06-25T00:00:00Z,+1950-01-21T00:00:00Z,Literatura distópica,,"1984, Homenaje a Cataluña, Subir a por aire, El camino a Wigan Pier, Que no muera la aspidistra, Rebelión en la granja, Los días de Birmania, Politics and the English Language","Premio Prometheus, premio Hugo a la mejor novela corta, Premio Prometheus en la categoría Hall of Fame",11120,Q510
George Santayana,George Santayana,España,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Santayana.jpg,Madrid,+1863-12-16T00:00:00Z,+1952-09-26T00:00:00Z,,,,,77858,Q511
George Steiner,George Steiner,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Steiner%202013%20%28cropped%29.jpg,Neuilly-sur-Seine,+1929-04-23T00:00:00Z,+2020-02-03T00:00:00Z,,,,"beca Rhodes, Beca Guggenheim, Premio Presente, Premio Princesa de Asturias de Comunicación y Humanidades, Premio Internacional Alfonso Reyes, caballero de la Legión de Honor, Doctor honoris causa de la Universidad Católica de Lovaina, miembro de la Real Sociedad de Literatura,doctor honoris causa por la Universidad de Gerona, doctor honoris causa por la Universidad de Salamanca",12380,Q512
George Sylvester Viereck,George Sylvester Viereck,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Sylvester%20Viereck%20cph.3b27115.jpg,Múnich,+1884-12-21T00:00:00Z,+1962-03-18T00:00:00Z,,,,,802,Q513
Gerard Manley Hopkins,Gerard Manley Hopkins,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/GerardManleyHopkins.jpg,Londres,+1844-07-28T00:00:00Z,+1889-06-08T00:00:00Z,,,,,93647,Q514
Gerardo Diego,Gerardo Diego,España,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20a%20Gerardo%20Diego.jpg,Santander,+1896-10-03T00:00:00Z,+1987-07-08T00:00:00Z,Poesía,,,"Premio Miguel de Cervantes, Premio Nacional de Poesía, Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden Civil de Alfonso X el Sabio",7327,Q515
Gertrude Stein,Gertrude Stein,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Gertrude%20Stein%201935-01-04.jpg,Allegheny,+1874-02-03T00:00:00Z,+1946-07-27T00:00:00Z,,"Modernismo, Literatura modernista","Cuatro santos en tres actos, La autobiografía de Alice B. Toklas, Tender Buttons",,1552,Q516
Gertrudis Gómez de Avellaneda,Gertrudis Gómez de Avellaneda,Imperio español,http://commons.wikimedia.org/wiki/Special:FilePath/Gertrudis%20G%C3%B3mez%20de%20Avellaneda.jpg,Camagüey,+1814-03-23T00:00:00Z,+1873-02-01T00:00:00Z,"Poesía, Novela, Obra de Teatro",Romanticismo,Sab,,280,Q517
Gil Vicente,Gil Vicente,Portugal,http://commons.wikimedia.org/wiki/Special:FilePath/Gil%20Vicente.jpg,Lisboa,+1465-01-01T00:00:00Z,+1536-01-01T00:00:00Z,,Renacimiento,,,513,Q518
Giuseppe Garibaldi,Giuseppe Garibaldi,Tercera República Francesa,http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20Garibaldi%20%281866%29.jpg,Niza,+1807-07-04T00:00:00Z,+1882-06-02T00:00:00Z,,,,"Gran Oficial de la Orden militar de Italia, Medalla de Oro al Valor Militar",71635,Q519
Gloria Fuertes,Gloria Fuertes,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gloria%20fuertes%20por%20PIFAL.jpg,Madrid,+1917-07-28T00:00:00Z,+1998-11-27T00:00:00Z,"Poesía, Literatura infantil, Literatura infantil y juvenil","Generación del 50, Postismo",,Premio Cervantes Chico,3408,Q520
Gonzalo Anes,Gonzalo Anes,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Anes.jpg,Trelles,+1931-12-10T00:00:00Z,+2014-03-31T00:00:00Z,,,,"Premio Rey Juan Carlos I de Economía, Premio Rey Jaime I de Economía, Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden Civil de Alfonso X el Sabio",2595,Q521
Gonzalo Argote de Molina,Gonzalo Argote de Molina,España,http://commons.wikimedia.org/wiki/Special:FilePath/ArgotedeMolina.jpg,Sevilla,+1548-01-01T00:00:00Z,+1596-10-20T00:00:00Z,,,,,65507,Q522
Gonzalo Cantó,Gonzalo Cantó,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Cant%C3%B3%2C%20de%20Compa%C3%B1y.jpg,Alcoy,+1859-01-01T00:00:00Z,+1931-01-01T00:00:00Z,"Poesía, Dramaturgia",,,,15097,Q523
Gonzalo Cámara Zavala,Gonzalo Cámara Zavala,México,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20C%C3%A1mara.jpg,Mérida,+1864-01-28T00:00:00Z,+1967-11-28T00:00:00Z,,,,Encomienda de la Orden de Isabel la Católica,42276,Q524
Gonzalo Rojas,Gonzalo Rojas,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Rojas%20-%20PUC.jpg,Lebu,+1917-12-20T00:00:00Z,+2011-04-25T00:00:00Z,Poesía,Surrealismo,La miseria del hombre,"Premio Miguel de Cervantes, Premio Nacional de Literatura, Premio Atenea, Beca Guggenheim, Premio Reina Sofía de Poesía Iberoamericana",4013,Q525
Gonzalo Torrente Ballester,Gonzalo Torrente Ballester,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Torrente%20Ballester%201.jpg,Serantes,+1910-06-13T00:00:00Z,+1999-01-27T00:00:00Z,"Novela, Dramaturgia",,"Crónica del rey pasmado, Los gozos y las sombras, Don Juan, La saga/fuga de J. B., Filomeno, a mi pesar","Premio Miguel de Cervantes, Medalla Castelao, Premio Planeta, Premio Princesa de Asturias de las Letras, Gran Cruz de la Orden Civil de Alfonso X el Sabio, doctor honoris causa por la Universidad de Salamanca, doctor honoris causa por la Universidad de Santiago de Compostela, Hijo Adoptivo de Salamanca, Hijo Predilecto de Ferrol",7328,Q526
Gonzalo de Berceo,Gonzalo de Berceo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20de%20berceo.jpg,Berceo,+1197-01-01T00:00:00Z,+1264-01-01T00:00:00Z,Poesía,,,,137,Q527
Gottfried Leibniz,Gottfried Leibniz,Alemania,http://commons.wikimedia.org/wiki/Special:FilePath/Christoph%20Bernhard%20Francke%20-%20Bildnis%20des%20Philosophen%20Leibniz%20%28ca.%201695%29.jpg,Leipzig,+1646-07-01T00:00:00Z,+1716-11-14T00:00:00Z,,Racionalismo,"cálculo integral, Théodicée, Discurso de metafísica",miembro de la Royal Society,73313,Q528
Graham Greene,Graham Greene,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Graham%20Greene%2C%20Bassano.jpg,Berkhamsted,+1904-10-02T00:00:00Z,+1991-04-03T00:00:00Z,,,,"Premio Jerusalén, Premio James Tait Black, Premio Edgar, Premio Shakespeare, comendador de las Artes y las Letras, miembro de la Real Sociedad de Literatura, Premio Hawthornden",8945,Q529
Gregorio Marañón,Gregorio Marañón,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gregorio%20Mara%C3%B1%C3%B3n%20-%20retrato.png,Madrid,+1887-05-19T00:00:00Z,+1960-03-27T00:00:00Z,,,,"Gran Cruz del Mérito Naval con distintivo blanco, Doctor Honoris Causa por la Universidad de Coímbra, premio Mariano de Cavia",10812,Q530
Gregorio Prieto,Gregorio Prieto,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gregorio%20Prieto%20Mu%C3%B1oz.jpg,Valdepeñas,+1897-05-02T00:00:00Z,+1992-11-14T00:00:00Z,,,,,10599,Q531
Gregorio Torres Quintero,Gregorio Torres Quintero,México,http://commons.wikimedia.org/wiki/Special:FilePath/GregorioTorresQuinterotombDoloresDF.JPG,Las Palmas de Gran Canaria,+1866-05-25T00:00:00Z,+1934-01-28T00:00:00Z,,,,,42196,Q532
Gregorio de Laferrère,Gregorio de Laferrère,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/GregorioDeLaferrere.JPG,Buenos Aires,+1867-03-08T00:00:00Z,+1913-11-30T00:00:00Z,,,,,13051,Q533
Guillermo Meneses,Guillermo Meneses,Venezuela,http://commons.wikimedia.org/wiki/Special:FilePath/Guillermo%20Meneses%20a%C3%B1os%2040.jpg,Caracas,+1911-12-15T00:00:00Z,+1978-12-28T00:00:00Z,,,,Premio Nacional de Literatura de Venezuela,4255,Q534
Guillermo Perrín,Guillermo Perrín,España,http://commons.wikimedia.org/wiki/Special:FilePath/1922-07-09%2C%20La%20Novela%20Teatral%2C%20Guillermo%20Perr%C3%ADn%2C%20Tovar.jpg,Málaga,+1857-01-01T00:00:00Z,+1923-01-01T00:00:00Z,Dramaturgia,,,,4916,Q535
Guillermo de Torre,Guillermo de Torre,España,http://commons.wikimedia.org/wiki/Special:FilePath/Norah%20Borges%20y%20Guillermo%20de%20Torre.jpg,Madrid,+1900-01-01T00:00:00Z,+1971-01-14T00:00:00Z,"Poesía, Ensayo",,,,10509,Q536
Guillén de Castro,Guillén de Castro,España,http://commons.wikimedia.org/wiki/Special:FilePath/Guill%C3%A9n%20de%20Castro.jpg,Valencia,+1569-11-24T00:00:00Z,+1631-07-28T00:00:00Z,"Teatro, Drama",,Las mocedades del Cid,,409,Q537
Gumersindo Laverde,Gumersindo Laverde,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gumersindo%20Laverde.png,Estrada,+1835-04-05T00:00:00Z,+1890-10-12T00:00:00Z,Poesía,,,,6439,Q538
Gumersindo de Azcárate,Gumersindo de Azcárate,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gumersindo-de-Azcarate.jpg,León,+1840-01-13T00:00:00Z,+1917-04-15T00:00:00Z,,,,,2096,Q539
Gustavo Adolfo Bécquer,Gustavo Adolfo Bécquer,España,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Gustavo%20Adolfo%20B%C3%A9cquer%2C%20by%20his%20brother%20Valeriano%20%281862%29.jpg,Sevilla,+1836-02-17T00:00:00Z,+1870-12-22T00:00:00Z,"Poesía, Cuento, Narrativa","Romanticismo, Simbolismo",Rimas,,13,Q540
Gustavo de Maeztu,Gustavo de Maeztu,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gustavo%20de%20Maeztu%2C%20de%20Sancha%2C%20Nuevo%20Mundo%2C%2008-10-1920%20%28cropped%29.jpg,Vitoria,+1887-08-30T00:00:00Z,+1947-02-09T00:00:00Z,,Costumbrismo,,,13959,Q541
Gutierre de Cetina,Gutierre de Cetina,España,http://commons.wikimedia.org/wiki/Special:FilePath/Gutierre%20de%20Cetina%20por%20Pacheco.jpg,Sevilla,+1520-01-01T00:00:00Z,+1554-01-01T00:00:00Z,,,,,512,Q542
H. G. Wells,H. G. Wells,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/H.G.%20Wells%20by%20Beresford.jpg,Municipio de Bromley,+1866-09-21T00:00:00Z,+1946-08-13T00:00:00Z,Ciencia Ficción,,"La guerra de los mundos (novela), La máquina del tiempo, La isla del doctor Moreau, Los primeros hombres en la Luna, El hombre invisible, Matrimonio",,37196,Q543
H. L. Mencken,H. L. Mencken,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/H%20l%20mencken.jpg,Baltimore,+1880-09-12T00:00:00Z,+1956-01-29T00:00:00Z,,,,,43772,Q544
H.D.,H.D.,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/H.D.%20in%20Tendencies%20in%20Modern%20American%20Poetry%2C%201917%20-%20cropped.jpg,Bethlehem,+1886-09-10T00:00:00Z,+1961-09-21T00:00:00Z,,,,,36913,Q545
Hannah Arendt,Hannah Arendt,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Hannah%20Arendt%201975%20%28cropped%29.jpg,Hannover,+1906-10-14T00:00:00Z,+1975-12-04T00:00:00Z,,"Fenomenología, Filosofía política","Eichmann en Jerusalén, Los orígenes del totalitarismo, La condición humana","Premio Sigmund Freud, Beca Guggenheim",42343,Q546
Harold Bloom,Harold Bloom,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Harold%20Bloom%20%28Agon%20portrait%29.jpg,Nueva York,+1930-07-11T00:00:00Z,+2019-10-14T00:00:00Z,,"Romanticismo, esteticismo",,"Premio Internacional Cataluña, Beca Guggenheim, Beca MacArthur",10998,Q547
Haroldo Conti,Haroldo Conti,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/HConti.jpg,Chacabuco,+1925-05-25T00:00:00Z,+1976-05-05T00:00:00Z,"Novela, Cuento",,,Premio Casa de las Américas,37788,Q548
Harriet Beecher Stowe,Harriet Beecher Stowe,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Beecher-Stowe.jpg,Litchfield,+1811-06-14T00:00:00Z,+1896-07-01T00:00:00Z,"Novela, Cuento",,"La cabaña del tío Tom, dred.una historia del gran tristepántano, Una llave para la cabaña del tío Tom, Still, Still with Thee","Salón Nacional de la Fama de Mujeres, Salón de la Fama de las mujeres de Connecticut, Salón de la Fama de las mujeres de Ohio",35939,Q549
Helena Percas,Helena Percas,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/PERCAS.jpg,Valencia,+1921-01-01T00:00:00Z,+2011-01-01T00:00:00Z,,,,,74092,Q550
Henry Brooks Adams,Henry Brooks Adams,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Adams.jpg,Boston,+1838-02-16T00:00:00Z,+1918-03-27T00:00:00Z,,,,Anexo:Premio Pulitzer por Biografía o Autobiografía,1521,Q551
Henry David Thoreau,Henry David Thoreau,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20D.%20Maxham%20-%20Henry%20David%20Thoreau%20-%20Restored%20-%20greyscale%20-%20straightened.jpg,Hacienda Wheeler-Minot,+1817-07-12T00:00:00Z,+1862-05-06T00:00:00Z,Trascendentalismo,,"Desobediencia civil, Walden",,767,Q552
